OTU_ID	domain	domain_conf	phylum	phylum_conf	class	class_conf	order	order_conf	family	family_conf	genus	genus_conf	species	species_conf	blast_query	blast_strain	blast_16s_completeness	blast_percent_identity	blast_alignment_length	ncbi_avglinkage_otu_id	num_of_sp_in_cluster	num_of_sp_in_db	num_of_otus_with_same_sp
OTU_2213	Bacteria	0.9517	Firmicutes	0.8285	Clostridia	0.1788	Clostridiales	0.1102	Ruminococcaceae	0.0228	Ruminiclostridium	0.002	Clostridium_clariflavum	0	d:Bacteria,p:Verrucomicrobia,c:Verrucomicrobiae,o:Verrucomicrobiales,f:Verrucomicrobiaceae,g:Roseibacillus,s:Roseibacillus_ponti	YM27-120_16S	no	90.6	32	2552	1	2	1
OTU_2214	Bacteria	0.9962	Firmicutes	0.8487	Clostridia	0.2594	Clostridiales	0.1367	Ruminococcaceae	0.0247	Ruminiclostridium	0.002	Clostridium_clariflavum	0	d:Bacteria,p:Firmicutes,c:Tissierellia,o:Tissierellales,f:Peptoniphilaceae,g:Peptoniphilus,s:Peptoniphilus_indolicus	CCUG_46591	no	100	26	2552	1	2	1
OTU_2215	Bacteria	1	Firmicutes	0.9479	Bacilli	0.8882	Lactobacillales	0.526	Carnobacteriaceae	0.2826	Atopobacter	0.0711	Atopobacter_phocae	0.0059	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Lentibacillus,s:Lentibacillus_salicampi	SF-20_16S	no	97.6	41	1663	8	1	1
OTU_2217	Bacteria	1	Firmicutes	0.9947	Erysipelotrichia	0.9923	Erysipelotrichales	0.9891	Erysipelotrichaceae	0.9887	Solobacterium	0.9869	Solobacterium_moorei	0.9682	NA	NA	NA	NA	NA	1891	1	3	1
OTU_2218	Bacteria	0.7736	Proteobacteria	0.6621	Alphaproteobacteria	0.0773	Rickettsiales	0.0561	Rickettsiaceae	0.0173	Rickettsia	0.0017	Rickettsia_monacensis	0	NA	NA	NA	NA	NA	238	28	1	1
OTU_222	Bacteria	1	Bacteroidetes	0.9987	Flavobacteriia	0.9355	Flavobacteriales	0.8933	Crocinitomicaceae	0.7915	Fluviicola	0.1355	Fluviicola_taffensis	0.0141	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas_daejeonensis	TR6-08_16S	no	91.3	46	2839	1	2	1
OTU_2220	Bacteria	1	Proteobacteria	0.9845	Gammaproteobacteria	0.9828	Aeromonadales	0.9371	Aeromonadaceae	0.9432	Aeromonas	0.9531	Aeromonas_media	0.0641	NA	NA	NA	NA	NA	142	28	3	1
OTU_2222	Bacteria	1	Proteobacteria	0.96	Gammaproteobacteria	0.922	Xanthomonadales	0.8313	Xanthomonadaceae	0.7915	Stenotrophomonas	0.3483	Stenotrophomonas_maltophilia	0.0341	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Pseudoxanthomonas,s:Pseudoxanthomonas_taiwanensis	NBRC_101072	no	90.8	1472	713	7	6	3
OTU_2224	Bacteria	1	Bacteroidetes	0.9988	Bacteroidia	0.9987	Bacteroidales	0.9937	Prevotellaceae	0.9921	Prevotella	0.9911	Prevotella_pleuritidis	0.9667	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella,s:Prevotella_dentalis	ES2772_16S	no	91.2	34	2708	1	1	1
OTU_2225	Bacteria	0.8626	Proteobacteria	0.5956	Alphaproteobacteria	0.0773	Rhizobiales	0.0561	Brucellaceae	0.0155	Mycoplana	0.0016	Mycoplana_dimorpha	0	NA	NA	NA	NA	NA	3301	1	3	1
OTU_2226	Bacteria	1	Proteobacteria	0.956	Gammaproteobacteria	0.9152	Enterobacterales	0.7983	Enterobacteriaceae	0.4855	Klebsiella	0.2877	Klebsiella_pneumoniae	0.0341	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Enterobacterales,f:Enterobacteriaceae,g:Cronobacter,s:Cronobacter_condimenti	1330_16S	no	93.5	1418	8	48	18	2
OTU_2227	Bacteria	1	Proteobacteria	0.9304	Alphaproteobacteria	0.7939	Rhizobiales	0.5062	Rhizobiaceae	0.3638	Neorhizobium	0.0926	Neorhizobium_huautlense	0.0076	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Rhizobium,s:Rhizobium_skierniewicense	CH11_16S	no	96.3	869	NA	NA	NA	NA
OTU_2228	Bacteria	0.4619	Chloroflexi	0.2962	Dehalococcoidia	0.0407	Dehalococcoidales	0.0223	Dehalococcoidaceae	0.0023	Dehalococcoides	4e-4	Dehalococcoides_mccartyi	0	d:Bacteria,p:Chloroflexi,c:Thermomicrobia,o:Sphaerobacterales,f:Sphaerobacteraceae,g:Sphaerobacter,s:Sphaerobacter_thermophilus	DSM_20745	yes	90.9	33	3805	2	3	1
OTU_2229	Bacteria	1	Proteobacteria	0.964	Alphaproteobacteria	0.9287	Rhodobacterales	0.7653	Rhodobacteraceae	0.7533	Amaricoccus	0.3483	Amaricoccus_macauensis	0.0241	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodobacterales,f:Rhodobacteraceae,g:Rhodovulum,s:Rhodovulum_phaeolacus	JA580_16S	no	90.4	1317	1747	2	1	1
OTU_223	Bacteria	1	Bacteroidetes	0.9982	Cytophagia	0.9287	Cytophagales	0.8643	Cytophagaceae	0.6387	Spirosoma	0.2877	Spirosoma_rigui	0.0059	NA	NA	NA	NA	NA	3556	1	2	1
OTU_2230	Bacteria	1	Actinobacteria	0.8973	Thermoleophilia	0.6481	Solirubrobacterales	0.3049	Conexibacteraceae	0.082	Conexibacter	0.0079	Conexibacter_arvalis	3e-4	d:Bacteria,p:Firmicutes,c:Clostridia,o:Clostridiales,f:Clostridiaceae,g:Clostridium,s:Clostridium_sporogenes	DSM_795	no	94.6	37	1622	2	1	1
OTU_2233	Bacteria	1	Proteobacteria	0.9763	Alphaproteobacteria	0.9558	Sphingomonadales	0.8933	Sphingomonadaceae	0.6769	Sphingomonas	0.4696	Sphingomonas_fennica	0.0341	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sandaracinobacter,s:Sandaracinobacter_sibiricus	RB16-17_16S	no	92.9	899	2854	1	1	1
OTU_2235	Bacteria	1	Proteobacteria	0.964	Alphaproteobacteria	0.9287	Rhizobiales	0.7983	Bradyrhizobiaceae	0.4449	Oligotropha	0.1664	Oligotropha_carboxidovorans	0.0241	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium,s:Bradyrhizobium_elkanii	NBRC_14791	no	95.4	1415	197	34	3	1
OTU_2236	Bacteria	1	Proteobacteria	0.9721	Betaproteobacteria	0.9422	Burkholderiales	0.7653	unsure_unclassified_Burkholderiales	0.6387	Rhizobacter	0.2877	Rhizobacter_fulvus	0.0341	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Sphaerotilus,s:Sphaerotilus_natans	D-501_16S	no	92.2	1358	2613	3	1	1
OTU_2237	Bacteria	1	Bacteroidetes	0.9994	Cytophagia	0.9883	Cytophagales	0.981	Hymenobacteraceae	0.9751	Hymenobacter	0.9663	Hymenobacter_metalli	0.0441	NA	NA	NA	NA	NA	4367	1	1	1
OTU_2238	Bacteria	1	Bacteroidetes	0.9994	Chitinophagia	0.9988	Chitinophagales	0.9937	Chitinophagaceae	0.9951	Segetibacter	0.6878	Segetibacter_aerophilus	0.0341	d:Bacteria,p:Bacteroidetes,c:Chitinophagia,o:Chitinophagales,f:Chitinophagaceae,g:Flavitalea,s:Flavitalea_gansuensis	JCN-23_16S	no	90.1	1436	4862	1	2	1
OTU_224	Bacteria	1	Proteobacteria	0.9845	Alphaproteobacteria	0.9828	Rhizobiales	0.97	Brucellaceae	0.9631	Ochrobactrum	0.9531	Ochrobactrum_pseudogrignonense	0.7194	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Phyllobacteriaceae,g:Mesorhizobium,s:Mesorhizobium_robiniae	CCNWYC_115	no	93.9	1354	324	21	1	1
OTU_2240	Bacteria	1	Proteobacteria	0.9988	Epsilonproteobacteria	0.9992	Campylobacterales	0.9979	Campylobacteraceae	0.9909	Campylobacter	0.9918	Campylobacter_concisus	0.9392	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingomonas,s:Sphingomonas_asaccharolytica	Y-345_16S	no	97.6	41	3369	1	3	1
OTU_2241	Bacteria	1	Proteobacteria	0.96	Alphaproteobacteria	0.922	Sphingomonadales	0.7653	Erythrobacteraceae	0.3638	Altererythrobacter	0.1355	Altererythrobacter_aestuarii	0.0141	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,s:Novosphingobium_lindaniclasticum	LE124_16S	no	92.4	1375	5353	1	1	1
OTU_2242	Bacteria	1	Firmicutes	0.9845	Bacilli	0.9625	Bacillales	0.8643	Bacillaceae	0.7915	Bacillus	0.7349	Bacillus_thermolactis	0.2112	d:Bacteria,p:Firmicutes,c:Bacilli,o:Bacillales,f:Bacillaceae,g:Bacillus,s:Bacillus_krulwichiae	NBRC_102362	no	90.2	1411	4999	1	1	1
OTU_2244	Bacteria	1	Actinobacteria	0.9906	Actinobacteria	0.9893	Micrococcales	0.8643	Microbacteriaceae	0.8437	Schumannella	0.3483	Schumannella_luteola	0.0541	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Isoptericola,s:Isoptericola_halotolerans	YIM_70177	no	91.2	890	2755	1	1	1
OTU_2245	Bacteria	1	Acidobacteria	0.9681	Acidobacteriia	0.9355	Acidobacteriales	0.8933	Acidobacteriaceae	0.8636	Granulicella	0.0926	Granulicella_mallensis	0.0076	d:Bacteria,p:Acidobacteria,c:Blastocatellia,o:unsure_Blastocatellales,f:unsure_Blastocatellaceae,g:Blastocatella,s:Blastocatella_fastidiosa	A2-16_16S	no	92.9	42	5582	1	1	1
OTU_2246	Bacteria	1	Proteobacteria	0.9743	Alphaproteobacteria	0.949	Rhizobiales	0.9043	Methylobacteriaceae	0.7151	Methylobacterium	0.5302	Methylobacterium_brachythecii	0.0241	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophobacteraceae,g:Syntrophobacter,s:Syntrophobacter_pfennigii	KoProp1_16S	no	97.6	42	2528	5	1	1
OTU_2247	Bacteria	1	Proteobacteria	0.9359	Alphaproteobacteria	0.8815	Rhizobiales	0.5853	Bradyrhizobiaceae	0.242	Rhodoblastus	0.0711	Rhodoblastus_acidophilus	0.0059	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Rhodopseudomonas,s:Rhodopseudomonas_pentothenatexigens	JA575_16S	no	90.4	1358	3002	2	1	1
OTU_2248	Bacteria	1	Proteobacteria	0.873	Deltaproteobacteria	0.4205	Bdellovibrionales	0.1897	Bdellovibrionaceae	0.082	Bdellovibrio	0.0079	Bdellovibrio_bacteriovorus	0	NA	NA	NA	NA	NA	1281	1	2	1
OTU_225	Bacteria	0.4619	Proteobacteria	0.2962	Epsilonproteobacteria	0.0407	Nautiliales	0.0199	Nautiliaceae	0.002	Caminibacter	4e-4	Caminibacter_hydrogeniphilus	0	NA	NA	NA	NA	NA	1600	1	1	1
OTU_2252	Bacteria	1	Cyanobacteria	0.952	unsure_Terrabacteria_group	0.8815	Nostocales	0.3906	Scytonemataceae	0.2014	Brasilonema	0.0497	Brasilonema_octagenarum	0.0026	d:Bacteria,p:Cyanobacteria,c:unsure_Terrabacteria_group,o:Nostocales,f:Tolypothrichaceae,g:Hassallia,s:Hassallia_andreassenii	CCALA_954	no	90.3	1074	5097	4	1	1
OTU_2254	Bacteria	1	Bacteroidetes	0.9985	Flavobacteriia	0.9422	Flavobacteriales	0.9043	Flavobacteriaceae	0.8636	Bergeyella	0.114	Bergeyella_zoohelcum	0.0092	d:Bacteria,p:Bacteroidetes,c:Flavobacteriia,o:Flavobacteriales,f:Flavobacteriaceae,g:Chryseobacterium,s:Chryseobacterium_piscicola	VQ-6316s_16S	no	93.5	1371	4114	1	1	1
OTU_2255	Bacteria	1	Bacteroidetes	0.9994	Bacteroidia	0.9993	Bacteroidales	0.9993	Prevotellaceae	0.9925	Prevotella	0.9925	Prevotella_bivia	0.9667	d:Bacteria,p:Bacteroidetes,c:Bacteroidia,o:Bacteroidales,f:Prevotellaceae,g:Prevotella,s:Prevotella_pallens	10371_16S	no	90.5	1453	3676	1	2	1
OTU_2256	Bacteria	1	Actinobacteria	0.9784	Actinobacteria	0.9625	Propionibacteriales	0.9043	Propionibacteriaceae	0.4855	Microlunatus	0.2877	Microlunatus_panaciterrae	0.0441	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Nocardioidaceae,g:Kribbella,s:Kribbella_aluminosa	2423-004_16S	no	91.3	1410	2691	1	1	1
OTU_2257	Bacteria	1	Proteobacteria	0.9886	Gammaproteobacteria	0.9287	Pseudomonadales	0.8643	Moraxellaceae	0.8437	Acinetobacter	0.8292	Acinetobacter_indicus	0.494	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Moraxellaceae,g:Acinetobacter,s:Acinetobacter_indicus	A648_16S	no	99.6	1393	444	2	1	1
OTU_2258	Bacteria	1	Firmicutes	0.9968	Negativicutes	0.9903	Veillonellales	0.9481	Veillonellaceae	0.9631	Dialister	0.7821	Dialister_succinatiphilus	0.3997	NA	NA	NA	NA	NA	2768	1	1	1
OTU_226	Bacteria	0.974	Proteobacteria	0.7619	Alphaproteobacteria	0.0982	Rhizobiales	0.0639	Rhodobiaceae	0.021	Afifella	0.002	Afifella_pfennigii	0	NA	NA	NA	NA	NA	183	3	2	1
OTU_2260	Bacteria	1	Proteobacteria	0.9825	Betaproteobacteria	0.976	Burkholderiales	0.8643	Alcaligenaceae	0.8437	Achromobacter	0.4696	Achromobacter_xylosoxidans	0.0541	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Alteromonadales,f:Alteromonadaceae,g:Aliiglaciecola,s:Aliiglaciecola_lipolytica	E3_16S	no	100	28	53	23	4	1
OTU_2261	Bacteria	1	Firmicutes	0.93	Clostridia	0.7696	Clostridiales	0.4864	Lachnospiraceae	0.242	Roseburia	0.0711	Roseburia_hominis	0.0059	NA	NA	NA	NA	NA	1284	3	2	1
OTU_2262	Bacteria	1	Proteobacteria	0.9987	Alphaproteobacteria	0.9987	Rickettsiales	0.9937	Rickettsiaceae	0.9933	Rickettsia	0.8763	Rickettsia_monacensis	0.0092	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:unsure_unclassified_Gammaproteobacteria,f:unclassified,g:Ignatzschineria,s:Ignatzschineria_ureiclastica	FFA3_16S	no	91.9	62	238	28	1	1
OTU_2263	Bacteria	0.5287	Proteobacteria	0.3295	Deltaproteobacteria	0.0448	Desulfuromonadales	0.0249	Geobacteraceae	0.0026	Geobacter	5e-4	Geobacter_pickeringii	0	NA	NA	NA	NA	NA	3357	1	1	1
OTU_2265	Bacteria	1	Proteobacteria	0.9906	Gammaproteobacteria	0.9903	Xanthomonadales	0.9841	Rhodanobacteraceae	0.9631	Luteibacter	0.7821	Luteibacter_rhizovicinus	0.3055	d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Arenimonas,s:Arenimonas_daechungensis	CH15-1_16S	no	91	1329	2931	3	1	1
OTU_2267	Bacteria	1	Bacteroidetes	0.9983	Flavobacteriia	0.922	Flavobacteriales	0.8313	Crocinitomicaceae	0.7533	Fluviicola	0.1664	Fluviicola_taffensis	0.0241	NA	NA	NA	NA	NA	2839	1	2	1
OTU_2268	Bacteria	1	Actinobacteria	0.9989	Actinobacteria	0.9963	Corynebacteriales	0.9371	Gordoniaceae	0.8636	Gordonia	0.8763	Gordonia_malaquae	0.3997	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Gordoniaceae,g:Gordonia,s:Gordonia_amarae	DSM_43392	no	96.6	1364	1951	6	1	1
OTU_2269	Bacteria	0.974	Proteobacteria	0.7619	Alphaproteobacteria	0.0935	Rhodobacterales	0.0678	Rhodobacteraceae	0.0228	Ahrensia	0.0022	Ahrensia_kielensis	0	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:Megasphaera_cerevisiae	VTT-E-85230_16S	yes	100	25	207	1	2	1
OTU_227	Bacteria	0.7958	Proteobacteria	0.6289	Deltaproteobacteria	0.0732	Desulfuromonadales	0.0483	Geobacteraceae	0.0137	Geobacter	0.0014	Geobacter_argillaceus	0	NA	NA	NA	NA	NA	3356	1	1	1
OTU_2270	Bacteria	1	Firmicutes	0.7619	Clostridia	0.0982	Clostridiales	0.0837	Lachnospiraceae	0.0228	Lachnoclostridium	0.0022	Clostridium_fimetarium	0	NA	NA	NA	NA	NA	873	1	1	1
OTU_2274	Bacteria	1	Proteobacteria	0.9845	Gammaproteobacteria	0.9152	Pseudomonadales	0.7983	Moraxellaceae	0.7915	Acinetobacter	0.7349	Acinetobacter_guillouiae	0.2112	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Promicromonosporaceae,g:Promicromonospora,s:Promicromonospora_vindobonensis	V-45_16S	no	93	71	5515	2	1	1
OTU_2277	Bacteria	0.8404	Bacteroidetes	0.6621	Chitinophagia	0.0773	Chitinophagales	0.0561	Chitinophagaceae	0.0173	Crenotalea	0.0017	Crenotalea_thermophila	0	NA	NA	NA	NA	NA	5856	1	1	1
OTU_228	Bacteria	1	Proteobacteria	0.9295	Alphaproteobacteria	0.7453	Rhizobiales	0.4335	Beijerinckiaceae	0.1537	Beijerinckia	0.0197	Beijerinckia_doebereinerae	0.0011	NA	NA	NA	NA	NA	4660	2	1	1
OTU_2281	Bacteria	1	Actinobacteria	0.9845	Actinobacteria	0.9693	Corynebacteriales	0.7322	Williamsiaceae	0.5624	Williamsia	0.4089	Williamsia_maris	0.0341	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Corynebacteriales,f:Williamsiaceae,g:Williamsia,s:Williamsia_phyllosphaerae	C7_16S	no	95.7	1362	690	2	1	1
OTU_2282	Bacteria	1	Actinobacteria	0.7952	Thermoleophilia	0.0982	Solirubrobacterales	0.0837	Patulibacteraceae	0.0353	Patulibacter	0.0028	Patulibacter_medicamentivorans	0	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Propionibacteriales,f:Propionibacteriaceae,g:Microlunatus,s:Microlunatus_parietis	12-Be-011_16S	no	95.2	63	5801	1	1	1
OTU_2284	Bacteria	0.8404	Cyanobacteria	0.6954	unsure_Terrabacteria_group	0.0773	Nostocales	0.0522	Nostocaceae	0.0155	Anabaena	0.0016	Anabaena_cylindrica	0	NA	NA	NA	NA	NA	3984	1	1	1
OTU_2285	Bacteria	1	Actinobacteria	0.9784	Actinobacteria	0.9558	Micrococcales	0.7322	Microbacteriaceae	0.6387	Frondihabitans	0.1664	Frondihabitans_sucicola	0.0241	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Micrococcales,f:Microbacteriaceae,g:Microbacterium,s:Microbacterium_binotii	CIP_101303	no	92.8	902	3448	4	1	1
OTU_2287	Bacteria	1	Proteobacteria	0.9681	Alphaproteobacteria	0.9355	Sphingomonadales	0.7653	Sphingomonadaceae	0.6006	Sphingomonas	0.2877	Sphingomonas_fennica	0.0241	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:Sphingobium_scionense	WP01_16S	no	93.8	1323	2854	1	1	1
OTU_2288	Bacteria	1	Proteobacteria	0.9825	Alphaproteobacteria	0.976	Rhizobiales	0.9371	Methylobacteriaceae	0.8238	Methylobacterium	0.7349	Methylobacterium_goesingense	0.0541	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium_organophilum	JCM_2833	yes	94.5	1428	3513	4	1	1
OTU_2289	Bacteria	1	Proteobacteria	0.9804	Alphaproteobacteria	0.9693	Rhizobiales	0.9481	Methylobacteriaceae	0.8437	Methylobacterium	0.7821	Methylobacterium_goesingense	0.0641	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Bradyrhizobiaceae,g:Bradyrhizobium,s:Bradyrhizobium_daqingense	CCBAU_15774	no	93.3	404	3513	4	1	1
OTU_229	Bacteria	0.4619	Proteobacteria	0.2962	Epsilonproteobacteria	0.0407	unsure_unclassified_Epsilonproteobacteria	0.0223	unclassified	0.0023	Nitratiruptor	4e-4	Nitratiruptor_sp	0	NA	NA	NA	NA	NA	3915	1	1	1
OTU_2290	Bacteria	1	Proteobacteria	0.9479	Betaproteobacteria	0.9017	Burkholderiales	0.7322	Oxalobacteraceae	0.7151	Massilia	0.6407	Massilia_lutea	0.0641	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:Oxalobacteraceae,g:Massilia,s:Massilia_lutea	101_16S	no	98.6	1359	116	6	1	1
OTU_2291	Bacteria	0.8404	Proteobacteria	0.6621	Deltaproteobacteria	0.0813	Desulfuromonadales	0.0522	Geobacteraceae	0.0155	Geobacter	0.0016	Geobacter_bemidjiensis	0	NA	NA	NA	NA	NA	346	2	2	1
OTU_2292	Bacteria	1	Proteobacteria	0.9784	Betaproteobacteria	0.9625	Burkholderiales	0.7983	unsure_unclassified_Burkholderiales	0.7151	Rhizobacter	0.4089	Rhizobacter_fulvus	0.0441	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Sphaerotilus,s:Sphaerotilus_natans	D-501_16S	no	93.4	1354	2613	3	1	1
OTU_2293	Bacteria	1	Proteobacteria	0.9743	Betaproteobacteria	0.949	Burkholderiales	0.7322	unsure_unclassified_Burkholderiales	0.5624	Methylibium	0.2877	Methylibium_petroleiphilum	0.0441	d:Bacteria,p:Proteobacteria,c:Betaproteobacteria,o:Burkholderiales,f:unsure_unclassified_Burkholderiales,g:Roseateles,s:Roseateles_aquatilis	CCUG_48205	no	95.6	1381	2613	3	1	1
OTU_2296	Bacteria	1	Bacteroidetes	0.9906	Cytophagia	0.976	Cytophagales	0.959	Hymenobacteraceae	0.9432	Hymenobacter	0.8763	Hymenobacter_soli	0.0441	NA	NA	NA	NA	NA	2636	2	1	1
OTU_2297	Bacteria	0	Proteobacteria	0	Gammaproteobacteria	0	Alteromonadales	0	Ferrimonadaceae	0	Ferrimonas	0	Ferrimonas_marina	0	NA	NA	NA	NA	NA	1313	2	2	1
OTU_2298	Bacteria	1	Bacteroidetes	0.9986	Cytophagia	0.9558	Cytophagales	0.9262	Cytophagaceae	0.7533	Spirosoma	0.4696	Spirosoma_panaciterrae	0.0076	d:Bacteria,p:Firmicutes,c:Negativicutes,o:Veillonellales,f:Veillonellaceae,g:Megasphaera,s:Megasphaera_cerevisiae	VTT-E-85230_16S	yes	94.6	37	3623	1	1	1
OTU_2299	Bacteria	1	Bacteroidetes	0.93	Chitinophagia	0.5816	Chitinophagales	0.2621	Chitinophagaceae	0.1298	Chitinophaga	0.0028	Chitinophaga_filiformis	0	NA	NA	NA	NA	NA	1463	3	2	1
OTU_23	Bacteria	1	Proteobacteria	0.9981	Alphaproteobacteria	0.9973	Rhizobiales	0.9938	Methylobacteriaceae	0.9819	Methylobacterium	0.9869	Methylobacterium_goesingense	0.7194	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Methylobacteriaceae,g:Methylobacterium,s:Methylobacterium_mesophilicum	JCM_2829	no	96.1	1405	3513	4	1	1
OTU_230	Bacteria	0.5509	Proteobacteria	0.3627	Deltaproteobacteria	0.0448	Desulfovibrionales	0.0249	Desulfovibrionaceae	0.0026	Desulfovibrio	5e-4	Desulfovibrio_gigas	0	d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Syntrophobacterales,f:Syntrophobacteraceae,g:Syntrophobacter,s:Syntrophobacter_fumaroxidans	MPOB_16S	no	93.6	47	3249	2	2	1
OTU_2300	Bacteria	1	Proteobacteria	0.96	Alphaproteobacteria	0.922	Rhodospirillales	0.5458	Acetobacteraceae	0.4449	Acidisphaera	0.0926	Acidisphaera_rubrifaciens	0.0076	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Acetobacteraceae,g:Acidomonas,s:Acidomonas_methanolica	NRIC0498_16S	yes	90.9	1428	1984	1	1	1
OTU_2301	Bacteria	1	Proteobacteria	0.9784	Alphaproteobacteria	0.9625	Sphingomonadales	0.9043	Erythrobacteraceae	0.5242	Altererythrobacter	0.2877	Altererythrobacter_dongtanensis	0.0341	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Erythrobacteraceae,g:Erythrobacter,s:Erythrobacter_gangjinensis	K7-2_16S	no	92.3	1399	4214	3	1	1
OTU_2302	Bacteria	1	Firmicutes	0.9886	Clostridia	0.9893	Clostridiales	0.9841	Clostridiaceae	0.9819	Clostridium	0.9876	Clostridium_tagluense	0.3997	d:Bacteria,p:Actinobacteria,c:Actinobacteria,o:Pseudonocardiales,f:Pseudonocardiaceae,g:Prauserella,s:Prauserella_muralis	05-Be-005_16S	no	91.5	47	1204	6	1	1
OTU_2304	Bacteria	1	Proteobacteria	0.9988	Alphaproteobacteria	0.9992	Rickettsiales	0.9982	Rickettsiaceae	0.9987	Rickettsia	0.9918	Rickettsia_monacensis	0.3997	d:Bacteria,p:DeinococcusThermus,c:Deinococci,o:Thermales,f:Thermaceae,g:Meiothermus,s:Meiothermus_ruber	DSM_1279	no	90.9	33	238	28	1	1
OTU_2305	Bacteria	1	Proteobacteria	0.9763	Alphaproteobacteria	0.9558	Sphingomonadales	0.9152	Sphingomonadaceae	0.7915	Sphingomonas	0.6407	Sphingomonas_insulae	0.0341	d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhodospirillales,f:Rhodospirillaceae,g:Constrictibacter,s:Constrictibacter_antarcticus	262-8_16S	no	92.1	38	3529	2	1	1
OTU_2306	Bacteria	1	Actinobacteria	0.9927	Actinobacteria	0.9913	Micrococcales	0.8933	Microbacteriaceae	0.8238	Subtercola	0.4089	Subtercola_boreus	0.0541	NA	NA	NA	NA	NA	927	1	2	1
OTU_2307	Bacteria	1	Proteobacteria	0.9479	Alphaproteobacteria	0.9017	Sphingomonadales	0.6662	Sphingomonadaceae	0.3232	Sphingomonas	0.0926	Sphingomonas_ginsenosidivorax	0.0059	d:Bacteria,p:Firmicutes,c:Bacilli,o:Lactobacillales,f:Enterococcaceae,g:Enterococcus,s:Enterococcus_faecalis	ATCC_19433	no	94.7	38	2905	4	1	1
OTU_2308	Bacteria	1	Bacteroidetes	0.9991	Sphingobacteriia	0.9933	Sphingobacteriales	0.9907	Sphingobacteriaceae	0.9898	Pedobacter	0.9531	Pedobacter_roseus	0.2112	d:Bacteria,p:Bacteroidetes,c:Sphingobacteriia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:Pedobacter_alluvionis	NWER-II11_16S	no	98	1333	2154	5	1	1
